year_month,maxt,mint
1900-01-01,66.65420560747664,46.39719626168224
1900-02-01,71.04188481675392,48.78534031413613
1900-03-01,74.5668202764977,53.8479262672811
1900-04-01,82.12857142857143,57.9
1900-05-01,85.77314814814815,65.75462962962963
1900-06-01,89.08571428571429,70.57142857142857
1900-07-01,92.19815668202764,72.31797235023042
1900-08-01,93.21198156682027,71.92165898617512
1900-09-01,89.91387559808612,71.61722488038278
1900-10-01,85.47004608294931,67.28571428571429
1900-11-01,76.01913875598086,52.44019138755981
1900-12-01,68.55191256830601,49.42622950819672
1901-01-01,69.63586956521739,45.869565217391305
1901-02-01,68.44295302013423,44.12751677852349
1901-03-01,75.45794392523365,49.76168224299065
1901-04-01,78.42134831460675,51.57865168539326
1901-05-01,88.34408602150538,62.6505376344086
1901-06-01,89.00653594771242,69.50980392156863
1901-07-01,91.65053763440861,72.60215053763442
1901-08-01,90.3444976076555,71.47846889952153
1901-09-01,88.35099337748345,71.1523178807947
1901-10-01,82.43478260869566,62.875
1901-11-01,71.11274509803921,47.720588235294116
1901-12-01,69.76756756756757,45.58918918918919
1902-01-01,69.13524590163935,43.23360655737705
1902-02-01,66.48868778280543,44.67420814479638
1902-03-01,77.10612244897959,55.53061224489796
1902-04-01,81.96172248803828,56.282296650717704
1902-05-01,90.1497975708502,66.41295546558705
1902-06-01,90.88888888888889,70.84656084656085
1902-07-01,92.05150214592274,71.75965665236052
1902-08-01,91.3508064516129,72.21370967741936
1902-09-01,88.32217573221757,71.10878661087867
1902-10-01,83.91244239631337,66.82949308755761
1902-11-01,79.13942307692308,60.33173076923077
1902-12-01,72.13824884792626,50.354838709677416
1903-01-01,68.92165898617512,50.02304147465438
1903-02-01,75.27802690582959,54.04932735426009
1903-03-01,80.1975806451613,61.5
1903-04-01,79.63333333333334,55.51428571428571
1903-05-01,84.93518518518519,63.851851851851855
1903-06-01,88.98642533936652,69.1131221719457
1903-07-01,90.77016129032258,71.33870967741936
1903-08-01,91.68202764976958,73.0184331797235
1903-09-01,87.47899159663865,68.84033613445378
1903-10-01,81.28971962616822,60.299065420560744
1903-11-01,73.51196172248804,52.61244019138756
1903-12-01,67.02024291497976,40.40890688259109
1904-01-01,66.62037037037037,45.80555555555556
1904-02-01,74.66379310344827,50.23275862068966
1904-03-01,80.50691244239631,55.935483870967744
1904-04-01,82.01913875598086,56.55980861244019
1904-05-01,89.04032258064517,62.90725806451613
1904-06-01,90.2,68.24166666666666
1904-07-01,90.41532258064517,69.49193548387096
1904-08-01,90.25409836065573,70.2172131147541
1904-09-01,89.21890547263682,69.40796019900498
1904-10-01,82.98617511520737,63.995391705069125
1904-11-01,72.73059360730593,51.31050228310502
1904-12-01,70.3644859813084,47.44859813084112
1905-01-01,65.80408163265307,41.881632653061224
1905-02-01,71.41255605381166,49.71300448430493
1905-03-01,79.4758064516129,56.096774193548384
1905-04-01,81.74008810572687,59.48898678414097
1905-05-01,90.38461538461539,68.08502024291498
1905-06-01,91.07142857142857,69.4095238095238
1905-07-01,91.17289719626169,71.66355140186916
1905-08-01,89.1574074074074,72.25
1905-09-01,89.81904761904762,71.25238095238095
1905-10-01,83.58064516129032,64.47465437788019
1905-11-01,78.2375,55.2
1905-12-01,69.39917695473251,50.77366255144033
1906-01-01,69.95102040816326,49.840816326530614
1906-02-01,71.20982142857143,49.799107142857146
1906-03-01,75.82786885245902,52.01229508196721
1906-04-01,83.18333333333334,57.88333333333333
1906-05-01,86.1188524590164,65.64344262295081
1906-06-01,90.3375,70.67916666666666
1906-07-01,89.34412955465586,71.9919028340081
1906-08-01,89.65182186234817,72.08906882591093
1906-09-01,90.29583333333333,71.35416666666667
1906-10-01,81.88306451612904,62.87096774193548
1906-11-01,79.06666666666666,56.37619047619047
1906-12-01,73.44239631336406,47.94930875576037
1907-01-01,77.35023041474655,51.105990783410135
1907-02-01,74.31840796019901,47.67164179104478
1907-03-01,85.76518218623482,59.012145748987855
1907-04-01,82.0546218487395,56.609243697478995
1907-05-01,88.95020746887967,65.77178423236515
1907-06-01,90.2451923076923,67.65865384615384
1907-07-01,89.78801843317973,71.48387096774194
1907-08-01,90.32407407407408,71.12037037037037
1907-09-01,88.92340425531916,70.7404255319149
1907-10-01,83.54838709677419,60.62903225806452
1907-11-01,77.55648535564853,54.99581589958159
1907-12-01,71.6008064516129,49.024193548387096
1908-01-01,69.8125,47.141666666666666
1908-02-01,69.67248908296943,46.301310043668124
1908-03-01,82.418410041841,57.36401673640167
1908-04-01,87.23444976076556,65.16267942583733
1908-05-01,88.7673469387755,64.16326530612245
1908-06-01,90.06190476190476,68.49047619047619
1908-07-01,90.97222222222223,70.81481481481481
1908-08-01,90.40860215053763,71.52150537634408
1908-09-01,87.98571428571428,70.08095238095238
1908-10-01,80.99574468085106,60.46382978723404
1908-11-01,77.0748898678414,54.48458149779736
1908-12-01,75.1869918699187,51.926829268292686
1909-01-01,73.97560975609755,53.43089430894309
1909-02-01,74.19004524886878,47.755656108597286
1909-03-01,79.80645161290323,54.953917050691246
1909-04-01,84.19047619047619,60.595238095238095
1909-05-01,87.22540983606558,64.39344262295081
1909-06-01,90.92436974789916,70.63025210084034
1909-07-01,88.75,71.79032258064517
1909-08-01,90.05645161290323,72.96774193548387
1909-09-01,88.41904761904762,69.51904761904763
1909-10-01,83.04435483870968,60.108870967741936
1909-11-01,79.34166666666667,53.28333333333333
1909-12-01,68.12396694214875,44.52892561983471
1910-01-01,69.81632653061224,44.412244897959184
1910-02-01,71.5475113122172,47.542986425339365
1910-03-01,78.71774193548387,51.99193548387097
1910-04-01,82.50847457627118,54.66525423728814
1910-05-01,87.86266094420601,63.708154506437765
1910-06-01,88.82008368200837,68.69456066945607
1910-07-01,89.23376623376623,70.2987012987013
1910-08-01,88.5668202764977,71.61290322580645
1910-09-01,88.96860986547085,68.71748878923766
1910-10-01,82.1896551724138,64.32758620689656
1910-11-01,73.7412935323383,49.09950248756219
1910-12-01,66.49382716049382,41.74074074074074
1911-01-01,74.23170731707317,50.6910569105691
1911-02-01,76.75510204081633,51.27040816326531
1911-03-01,79.67592592592592,54.93981481481482
1911-04-01,84.99159663865547,62.10084033613445
1911-05-01,86.46370967741936,63.439516129032256
1911-06-01,92.65833333333333,69.85
1911-07-01,90.70042194092827,70.82278481012658
1911-08-01,88.7926267281106,71.3778801843318
1911-09-01,90.51196172248804,70.43062200956938
1911-10-01,86.65727699530517,67.97183098591549
1911-11-01,77.03349282296651,59.20574162679426
1911-12-01,74.84210526315789,55.004784688995215
1912-01-01,68.86175115207374,48.94009216589862
1912-02-01,67.47887323943662,44.610328638497656
1912-03-01,78.58064516129032,56.79838709677419
1912-04-01,84.68487394957984,63.142857142857146
1912-05-01,87.59670781893004,68.00411522633745
1912-06-01,86.88412017167381,70.43347639484979
1912-07-01,90.41935483870968,72.44354838709677
1912-08-01,90.20408163265306,71.70204081632653
1912-09-01,88.2928870292887,71.81589958158996
1912-10-01,84.33870967741936,66.41935483870968
1912-11-01,73.60833333333333,51.72083333333333
1912-12-01,73.91869918699187,54.199186991869915
1913-01-01,77.275,57.11666666666667
1913-02-01,72.89150943396227,52.85849056603774
1913-03-01,79.3640350877193,60.01315789473684
1913-04-01,80.77669902912622,56.72330097087379
1913-05-01,86.5,62.13306451612903
1913-06-01,89.39712918660287,67.04306220095694
1913-07-01,91.89400921658986,70.95852534562212
1913-08-01,89.67592592592592,70.94907407407408
1913-09-01,88.0909090909091,68.4066985645933
1913-10-01,82.0552995391705,58.8294930875576
1913-11-01,77.10526315789474,55.25358851674641
1913-12-01,71.25806451612904,51.47926267281106
1914-01-01,69.26976744186047,47.818604651162794
1914-02-01,71.23148148148148,50.032407407407405
1914-03-01,73.38709677419355,47.645161290322584
1914-04-01,82.71666666666667,59.61666666666667
1914-05-01,88.25806451612904,64.23387096774194
1914-06-01,92.0460251046025,70.2887029288703
1914-07-01,90.98617511520737,71.19354838709677
1914-08-01,92.0625,70.85267857142857
1914-09-01,87.4602510460251,68.36820083682008
1914-10-01,82.95951417004049,63.24291497975708
1914-11-01,74.89583333333333,53.7375
1914-12-01,69.38709677419355,51.93087557603687
1915-01-01,67.6869918699187,48.479674796747965
1915-02-01,69.71748878923766,49.237668161434975
1915-03-01,68.52845528455285,46.13008130081301
1915-04-01,79.99107142857143,55.11607142857143
1915-05-01,89.23790322580645,68.25403225806451
1915-06-01,90.89958158995816,69.99163179916317
1915-07-01,91.1336032388664,72.20647773279352
1915-08-01,92.10483870967742,72.375
1915-09-01,90.31277533039648,71.2466960352423
1915-10-01,84.05777777777777,66.5911111111111
1915-11-01,78.85853658536585,56.014634146341464
1915-12-01,68.54435483870968,43.45967741935484
1916-01-01,76.44534412955466,54.62348178137652
1916-02-01,72.99565217391304,47.96086956521739
1916-03-01,76.27016129032258,48.54032258064516
1916-04-01,81.8744769874477,55.80334728033473
1916-05-01,88.02834008097166,65.3076923076923
1916-06-01,89.2887029288703,68.41004184100419
1916-07-01,90.38056680161944,71.90688259109312
1916-08-01,90.80184331797236,70.75115207373273
1916-09-01,87.61428571428571,68.39047619047619
1916-10-01,82.42272727272727,64.2909090909091
1916-11-01,75.95744680851064,53.66382978723404
1916-12-01,72.20901639344262,49.34016393442623
1917-01-01,75.57786885245902,52.717213114754095
1917-02-01,72.48636363636363,47.25909090909091
1917-03-01,80.8739837398374,55.548780487804876
1917-04-01,83.28085106382979,57.136170212765954
1917-05-01,86.11522633744856,61.15637860082305
1917-06-01,90.36363636363636,67.53588516746412
1917-07-01,90.54166666666667,71.5
1917-08-01,89.70967741935483,71.7741935483871
1917-09-01,86.36363636363636,69.67942583732058
1917-10-01,81.1188524590164,60.885245901639344
1917-11-01,72.19583333333334,48.5
1917-12-01,66.53629032258064,43.314516129032256
1918-01-01,65.87044534412955,42.51821862348178
1918-02-01,78.44594594594595,55.072072072072075
1918-03-01,81.20647773279352,58.1578947368421
1918-04-01,80.59583333333333,57.983333333333334
1918-05-01,86.54435483870968,63.00806451612903
1918-06-01,91.21757322175732,69.83682008368201
1918-07-01,90.42914979757084,69.84615384615384
1918-08-01,92.14096916299559,70.17180616740089
1918-09-01,88.02100840336135,67.47058823529412
1918-10-01,85.98380566801619,67.61133603238866
1918-11-01,76.27142857142857,53.233333333333334
1918-12-01,70.22672064777328,51.036437246963565
1919-01-01,69.30364372469636,47.70445344129555
1919-02-01,70.30803571428571,50.901785714285715
1919-03-01,78.24884792626727,56.10138248847926
1919-04-01,81.9,55.89047619047619
1919-05-01,86.99078341013825,64.37327188940093
1919-06-01,88.56190476190476,69.16190476190476
1919-07-01,90.72222222222223,71.13888888888889
1919-08-01,91.68518518518519,72.0
1919-09-01,89.72380952380952,70.15714285714286
1919-10-01,89.97222222222223,68.27314814814815
1919-11-01,79.15238095238095,58.55238095238095
1919-12-01,72.17972350230414,48.61290322580645
1920-01-01,73.38709677419355,49.193548387096776
1920-02-01,67.95566502463055,46.90147783251231
1920-03-01,76.0552995391705,51.2073732718894
1920-04-01,82.30143540669856,61.12918660287081
1920-05-01,85.2442396313364,64.17050691244239
1920-06-01,89.03333333333333,68.74761904761905
1920-07-01,90.68202764976958,71.17050691244239
1920-08-01,90.76497695852535,71.27188940092167
1920-09-01,89.35238095238095,70.15714285714286
1920-10-01,82.00460829493088,59.465437788018434
1920-11-01,74.83980582524272,53.99029126213592
1920-12-01,70.86175115207374,47.36405529953917
1921-01-01,73.54377880184332,48.824884792626726
1921-02-01,75.29081632653062,49.964285714285715
1921-03-01,84.11059907834101,58.9815668202765
1921-04-01,83.7,58.62380952380953
1921-05-01,85.63133640552995,62.26267281105991
1921-06-01,91.51219512195122,69.63414634146342
1921-07-01,88.74537037037037,71.35185185185185
1921-08-01,91.93087557603687,71.56221198156682
1921-09-01,92.65714285714286,70.61904761904762
1921-10-01,82.31797235023042,63.69124423963134
1921-11-01,78.61538461538461,57.4375
1921-12-01,74.33179723502305,52.74193548387097
1922-01-01,69.28708133971291,49.13875598086124
1922-02-01,77.03108808290155,54.58031088082902
1922-03-01,79.86574074074075,56.763888888888886
1922-04-01,86.14354066985646,61.71291866028708
1922-05-01,87.74193548387096,66.3410138248848
1922-06-01,89.71904761904761,70.36666666666666
1922-07-01,89.98617511520737,71.36405529953917
1922-08-01,88.62135922330097,71.24271844660194
1922-09-01,86.41904761904762,69.5904761904762
1922-10-01,82.33640552995392,66.82949308755761
1922-11-01,77.6298076923077,57.55288461538461
1922-12-01,74.88940092165899,53.97235023041475
1923-01-01,72.7420814479638,49.89140271493213
1923-02-01,73.7,51.17727272727273
1923-03-01,80.59591836734694,57.34285714285714
1923-04-01,83.57510729613733,61.51502145922747
1923-05-01,84.84518828451883,64.24686192468619
1923-06-01,87.81974248927038,70.60085836909872
1923-07-01,89.56326530612245,71.35510204081632
1923-08-01,91.3963133640553,71.68202764976958
1923-09-01,89.21465968586388,70.33507853403141
1923-10-01,81.10504201680672,62.02100840336134
1923-11-01,74.04621848739495,50.53361344537815
1923-12-01,75.55760368663594,53.99078341013825
1924-01-01,70.73364485981308,50.91588785046729
1924-02-01,69.75598086124401,46.92822966507177
1924-03-01,72.630081300813,49.853658536585364
1924-04-01,82.581589958159,59.92468619246862
1924-05-01,87.1497975708502,63.78542510121458
1924-06-01,92.48333333333333,70.90833333333333
1924-07-01,90.87903225806451,72.08467741935483
1924-08-01,93.51464435146444,72.7907949790795
1924-09-01,89.42272727272727,70.1590909090909
1924-10-01,79.50230414746544,62.617511520737324
1924-11-01,76.50952380952381,53.319047619047616
1924-12-01,74.6421568627451,53.083333333333336
1925-01-01,73.17226890756302,55.19747899159664
1925-02-01,74.56306306306307,51.0990990990991
1925-03-01,78.43548387096774,54.068548387096776
1925-04-01,82.86057692307692,58.17307692307692
1925-05-01,85.70325203252033,62.82113821138211
1925-06-01,89.84453781512605,69.72689075630252
1925-07-01,90.21370967741936,71.57661290322581
1925-08-01,91.51626016260163,71.73983739837398
1925-09-01,93.625,71.71666666666667
1925-10-01,86.89024390243902,64.10975609756098
1925-11-01,75.84033613445378,53.945378151260506
1925-12-01,68.59322033898304,48.317796610169495
1926-01-01,67.26160337552743,47.434599156118146
1926-02-01,72.69158878504673,47.91588785046729
1926-03-01,73.03347280334728,50.71548117154812
1926-04-01,79.97413793103448,58.125
1926-05-01,86.97119341563786,63.452674897119344
1926-06-01,89.48535564853556,69.24267782426779
1926-07-01,90.5725806451613,71.68951612903226
1926-08-01,92.0725806451613,72.43145161290323
1926-09-01,90.20416666666667,71.67916666666666
1926-10-01,85.08119658119658,62.08119658119658
1926-11-01,74.7,51.46666666666667
1926-12-01,75.51666666666667,52.34583333333333
1927-01-01,71.3991935483871,46.524193548387096
1927-02-01,79.52678571428571,55.00892857142857
1927-03-01,78.05645161290323,53.899193548387096
1927-04-01,84.92916666666666,60.31666666666667
1927-05-01,90.5,64.81666666666666
1927-06-01,93.29957805907173,71.20253164556962
1927-07-01,92.29838709677419,71.28225806451613
1927-08-01,91.76131687242798,72.0082304526749
1927-09-01,89.87982832618026,68.7725321888412
1927-10-01,84.52789699570816,62.69957081545064
1927-11-01,79.22916666666667,55.795833333333334
1927-12-01,70.55465587044534,48.30769230769231
1928-01-01,68.15040650406505,44.239837398373986
1928-02-01,74.15584415584415,51.65800865800866
1928-03-01,79.1497975708502,55.554655870445345
1928-04-01,80.23529411764706,56.81512605042017
1928-05-01,83.86234817813765,61.12955465587044
1928-06-01,91.06060606060606,68.5108225108225
1928-07-01,91.31451612903226,71.61290322580645
1928-08-01,89.96680497925311,72.0539419087137
1928-09-01,88.24489795918367,71.14795918367346
1928-10-01,84.72602739726027,65.07762557077625
1928-11-01,75.98275862068965,52.89224137931034
1928-12-01,71.3157894736842,47.821862348178136
1929-01-01,75.11688311688312,51.692640692640694
1929-02-01,75.75113122171946,53.51131221719457
1929-03-01,81.58264462809917,58.611570247933884
1929-04-01,85.60833333333333,61.3375
1929-05-01,88.38709677419355,65.28629032258064
1929-06-01,89.38235294117646,68.85714285714286
1929-07-01,90.36693548387096,70.11290322580645
1929-08-01,91.26422764227642,71.6178861788618
1929-09-01,88.12916666666666,70.90833333333333
1929-10-01,82.3048780487805,60.50406504065041
1929-11-01,79.9047619047619,58.78354978354978
1929-12-01,70.71063829787234,47.39148936170213
1930-01-01,73.90082644628099,51.90909090909091
1930-02-01,75.56756756756756,51.770270270270274
1930-03-01,72.0609756097561,52.357723577235774
1930-04-01,81.03781512605042,59.28151260504202
1930-05-01,88.27125506072875,65.13765182186235
1930-06-01,86.175,68.8875
1930-07-01,92.125,72.06854838709677
1930-08-01,90.88571428571429,69.57142857142857
1930-09-01,90.11666666666666,71.35833333333333
1930-10-01,81.59756097560975,59.65447154471545
1930-11-01,73.43062200956938,52.78947368421053
1930-12-01,64.60655737704919,45.39754098360656
1931-01-01,66.77642276422765,44.65853658536585
1931-02-01,69.85650224215247,47.08968609865471
1931-03-01,70.34677419354838,47.87096774193548
1931-04-01,78.47916666666667,56.358333333333334
1931-05-01,85.84100418410041,62.30125523012552
1931-06-01,91.72916666666667,67.6125
1931-07-01,93.19028340080972,72.33198380566802
1931-08-01,91.29838709677419,71.15322580645162
1931-09-01,89.95378151260505,70.03781512605042
1931-10-01,85.08130081300813,63.4349593495935
1931-11-01,80.15948275862068,55.810344827586206
1931-12-01,80.4412955465587,60.10931174089069
1932-01-01,77.43319838056681,54.91497975708502
1932-02-01,80.61777777777777,57.78666666666667
1932-03-01,75.18951612903226,49.88306451612903
1932-04-01,83.05,56.78333333333333
1932-05-01,88.38683127572017,63.8559670781893
1932-06-01,89.17154811715481,70.63598326359832
1932-07-01,94.92116182572614,72.59336099585062
1932-08-01,91.6491935483871,72.39516129032258
1932-09-01,88.52360515021459,70.1716738197425
1932-10-01,85.26016260162602,63.36991869918699
1932-11-01,73.67916666666666,52.87916666666667
1932-12-01,77.04435483870968,53.37096774193548
1933-01-01,73.83467741935483,51.66532258064516
1933-02-01,77.10267857142857,54.058035714285715
1933-03-01,77.74596774193549,52.153225806451616
1933-04-01,81.35,59.25833333333333
1933-05-01,91.20967741935483,67.40725806451613
1933-06-01,90.325,67.275
1933-07-01,90.81451612903226,71.66532258064517
1933-08-01,91.95020746887967,71.75933609958506
1933-09-01,91.7875,71.29166666666667
1933-10-01,84.61290322580645,64.9274193548387
1933-11-01,75.14225941422595,50.59832635983263
1933-12-01,75.74898785425101,50.94331983805668
1934-01-01,72.95161290322581,49.70564516129032
1934-02-01,71.52466367713005,46.37219730941704
1934-03-01,77.04435483870968,53.46774193548387
1934-04-01,82.58333333333333,58.920833333333334
1934-05-01,85.49794238683127,66.44855967078189
1934-06-01,89.30543933054393,71.26359832635983
1934-07-01,91.26016260162602,71.92682926829268
1934-08-01,91.47280334728033,71.54811715481172
1934-09-01,89.2943722943723,70.3982683982684
1934-10-01,86.09465020576131,64.1440329218107
1934-11-01,78.38235294117646,54.55882352941177
1934-12-01,71.95081967213115,48.50819672131148
1935-01-01,72.09677419354838,49.12096774193548
1935-02-01,73.03603603603604,47.9954954954955
1935-03-01,82.65725806451613,56.91129032258065
1935-04-01,83.75,60.09051724137931
1935-05-01,89.65447154471545,66.3170731707317
1935-06-01,91.60084033613445,69.71428571428571
1935-07-01,89.04838709677419,71.53225806451613
1935-08-01,91.36032388663968,72.52631578947368
1935-09-01,87.4322033898305,71.05508474576271
1935-10-01,84.12903225806451,64.84274193548387
1935-11-01,77.25738396624473,56.04641350210971
1935-12-01,63.739495798319325,42.016806722689076
1936-01-01,71.32710280373831,50.018691588785046
1936-02-01,70.93150684931507,48.34703196347032
1936-03-01,75.65182186234817,55.850202429149796
1936-04-01,82.94979079497908,59.83682008368201
1936-05-01,86.88709677419355,65.84274193548387
1936-06-01,88.5625,69.84583333333333
1936-07-01,90.81451612903226,72.91935483870968
1936-08-01,91.98387096774194,72.8024193548387
1936-09-01,90.63025210084034,71.76050420168067
1936-10-01,84.63157894736842,67.49392712550608
1936-11-01,74.275,53.65
1936-12-01,71.70967741935483,53.28225806451613
1937-01-01,79.29032258064517,61.100806451612904
1937-02-01,72.52307692307693,52.14871794871795
1937-03-01,74.46370967741936,52.225806451612904
1937-04-01,80.28333333333333,59.00416666666667
1937-05-01,86.2914979757085,65.21052631578948
1937-06-01,90.19166666666666,70.425
1937-07-01,90.30364372469636,72.19433198380567
1937-08-01,91.60323886639677,72.20647773279352
1937-09-01,88.26872246696036,70.37885462555066
1937-10-01,82.26422764227642,61.96747967479675
1937-11-01,73.50416666666666,52.49583333333333
1937-12-01,69.02183406113537,46.8471615720524
1938-01-01,69.81165919282512,48.44394618834081
1938-02-01,76.32863849765258,53.16431924882629
1938-03-01,83.46341463414635,57.72764227642276
1938-04-01,84.31666666666666,58.270833333333336
1938-05-01,89.83064516129032,65.84677419354838
1938-06-01,89.06694560669456,69.11297071129707
1938-07-01,90.01619433198381,70.77732793522267
1938-08-01,93.66390041493776,71.63485477178423
1938-09-01,89.63135593220339,69.02966101694915
1938-10-01,82.3991935483871,59.70564516129032
1938-11-01,78.6276150627615,57.68619246861925
1938-12-01,72.39516129032258,46.28225806451613
1939-01-01,73.23387096774194,48.99193548387097
1939-02-01,79.24107142857143,56.495535714285715
1939-03-01,82.24193548387096,56.70967741935484
1939-04-01,82.975,59.8125
1939-05-01,86.72177419354838,63.21774193548387
1939-06-01,90.89539748953975,70.26359832635983
1939-07-01,91.28629032258064,71.71370967741936
1939-08-01,90.17338709677419,71.53629032258064
1939-09-01,90.87083333333334,71.6
1939-10-01,85.64897959183673,66.12244897959184
1939-11-01,74.35416666666667,52.3125
1939-12-01,71.9758064516129,47.79032258064516
1940-01-01,62.58870967741935,39.435483870967744
1940-02-01,69.38528138528139,46.696969696969695
1940-03-01,75.78225806451613,52.74193548387097
1940-04-01,79.92083333333333,57.3125
1940-05-01,85.5569105691057,60.78861788617886
1940-06-01,89.99583333333334,71.25416666666666
1940-07-01,92.16935483870968,72.36693548387096
1940-08-01,91.59274193548387,73.13306451612904
1940-09-01,86.92916666666666,69.17916666666666
1940-10-01,83.54878048780488,59.27642276422764
1940-11-01,78.0901287553648,54.02575107296137
1940-12-01,75.35887096774194,55.21370967741935
1941-01-01,69.45161290322581,46.096774193548384
1941-02-01,67.66666666666667,44.31531531531532
1941-03-01,72.33193277310924,49.403361344537814
1941-04-01,82.1,59.7625
